0,1
Recording2537,"[{'pres_partitions': [(0, 65, 1)], 'force_partitions': [(0, 65, 1)]}, {'pres_partitions': [(0, 132, 1)], 'force_partitions': [(0, 132, 1)]}, {'pres_partitions': [(0, 68, 1), (69, 143, 0), (144, 186, 1), (187, 243, 0), (244, 290, 1), (291, 342, 0), (343, 383, 1), (384, 527, 0), (528, 640, 1)], 'force_partitions': [(0, 74, 1), (75, 143, 0), (144, 193, 1), (194, 244, 0), (245, 297, 1), (298, 344, 0), (345, 389, 1), (390, 525, 0), (526, 640, 1)]}, {'pres_partitions': [(0, 185, 1), (186, 233, 0), (234, 281, 1)], 'force_partitions': [(0, 189, 1), (190, 234, 0), (235, 281, 1)]}, {'pres_partitions': [(0, 228, 1)], 'force_partitions': [(0, 228, 1)]}, {'pres_partitions': [(0, 186, 1), (187, 300, 0), (301, 336, 1)], 'force_partitions': [(0, 191, 1), (192, 301, 0), (302, 336, 1)]}, {'pres_partitions': [(0, 112, 1)], 'force_partitions': [(0, 112, 1)]}, {'pres_partitions': [(0, 53, 1), (54, 102, 0), (103, 147, 1), (148, 191, 0), (192, 231, 1), (232, 271, 0), (272, 309, 1), (310, 421, 0), (422, 457, 1), (458, 498, 0), (499, 527, 1)], 'force_partitions': [(0, 61, 1), (62, 103, 0), (104, 152, 1), (153, 191, 0), (192, 238, 1), (239, 271, 0), (272, 314, 1), (315, 422, 0), (423, 463, 1), (464, 500, 0), (501, 527, 1)]}, {'pres_partitions': [(0, 61, 1), (62, 106, 0), (107, 144, 1), (145, 194, 0), (195, 248, 1)], 'force_partitions': [(0, 68, 1), (69, 107, 0), (108, 149, 1), (150, 194, 0), (195, 248, 1)]}, {'pres_partitions': [(0, 67, 1), (68, 107, 0), (108, 159, 1)], 'force_partitions': [(0, 73, 1), (74, 106, 0), (107, 159, 1)]}, {'pres_partitions': [(0, 76, 1), (77, 143, 0), (144, 183, 1)], 'force_partitions': [(0, 82, 1), (83, 145, 0), (146, 183, 1)]}, {'pres_partitions': [(0, 109, 1), (110, 221, 0), (222, 276, 1)], 'force_partitions': [(0, 114, 1), (115, 222, 0), (223, 276, 1)]}, {'pres_partitions': [(0, 117, 1)], 'force_partitions': [(0, 117, 1)]}, {'pres_partitions': [(0, 162, 1), (163, 211, 0), (212, 247, 1), (248, 384, 0), (385, 411, 1), (412, 453, 0), (454, 477, 1)], 'force_partitions': [(0, 169, 1), (170, 214, 0), (215, 253, 1), (254, 384, 0), (385, 417, 1), (418, 454, 0), (455, 477, 1)]}, {'pres_partitions': [(0, 61, 1), (62, 101, 0), (102, 141, 1), (142, 178, 0), (179, 225, 1)], 'force_partitions': [(0, 67, 1), (68, 102, 0), (103, 147, 1), (148, 179, 0), (180, 225, 1)]}, {'pres_partitions': [(0, 361, 1), (362, 466, 0), (467, 610, 1), (611, 690, 0), (691, 775, 1), (776, 858, 0), (859, 954, 1)], 'force_partitions': [(0, 368, 1), (369, 458, 0), (459, 616, 1), (617, 690, 0), (691, 782, 1), (783, 858, 0), (859, 954, 1)]}, {'pres_partitions': [(0, 126, 1), (127, 171, 0), (172, 472, 1), (473, 539, 0), (540, 797, 1)], 'force_partitions': [(0, 133, 1), (134, 172, 0), (173, 477, 1), (478, 532, 0), (533, 797, 1)]}, {'pres_partitions': [(0, 787, 1), (788, 813, 0), (814, 849, 1), (850, 866, 0), (867, 1073, 1)], 'force_partitions': [(0, 791, 1), (792, 814, 0), (815, 1073, 1)]}, {'pres_partitions': [(0, 257, 1), (258, 285, 0), (286, 700, 1), (701, 847, 0), (848, 1000, 1), (1001, 1037, 0), (1038, 1273, 1)], 'force_partitions': [(0, 263, 1), (264, 284, 0), (285, 706, 1), (707, 847, 0), (848, 1007, 1), (1008, 1036, 0), (1037, 1273, 1)]}, {'pres_partitions': [(0, 113, 1), (114, 148, 0), (149, 458, 1), (459, 488, 0), (489, 514, 1)], 'force_partitions': [(0, 119, 1), (120, 148, 0), (149, 463, 1), (464, 490, 0), (491, 514, 1)]}, {'pres_partitions': [(0, 745, 1)], 'force_partitions': [(0, 745, 1)]}, {'pres_partitions': [(0, 318, 1), (319, 434, 0), (435, 474, 1), (475, 623, 0), (624, 743, 1), (744, 763, 0), (764, 845, 1), (846, 875, 0), (876, 909, 1)], 'force_partitions': [(0, 323, 1), (324, 436, 0), (437, 479, 1), (480, 623, 0), (624, 851, 1), (852, 877, 0), (878, 909, 1)]}, {'pres_partitions': [(0, 102, 1), (103, 136, 0), (137, 164, 1), (165, 196, 0), (197, 316, 1), (317, 352, 0), (353, 512, 1), (513, 543, 0), (544, 740, 1), (741, 773, 0), (774, 805, 1), (806, 839, 0), (840, 874, 1), (875, 935, 0), (936, 1179, 1)], 'force_partitions': [(0, 107, 1), (108, 136, 0), (137, 170, 1), (171, 197, 0), (198, 322, 1), (323, 353, 0), (354, 519, 1), (520, 544, 0), (545, 745, 1), (746, 775, 0), (776, 810, 1), (811, 841, 0), (842, 880, 1), (881, 925, 0), (926, 1179, 1)]}, {'pres_partitions': [(0, 60, 1), (61, 97, 0), (98, 138, 1), (139, 198, 0), (199, 757, 1), (758, 822, 0), (823, 1080, 1)], 'force_partitions': [(0, 68, 1), (69, 99, 0), (100, 144, 1), (145, 198, 0), (199, 763, 1), (764, 823, 0), (824, 1080, 1)]}, {'pres_partitions': [(0, 547, 1), (548, 582, 0), (583, 618, 1), (619, 650, 0), (651, 837, 1)], 'force_partitions': [(0, 552, 1), (553, 585, 0), (586, 624, 1), (625, 651, 0), (652, 837, 1)]}, {'pres_partitions': [(0, 116, 1), (117, 160, 0), (161, 261, 1), (262, 361, 0), (362, 421, 1), (422, 465, 0), (466, 510, 1), (511, 622, 0), (623, 702, 1), (703, 743, 0), (744, 781, 1), (782, 812, 0), (813, 914, 1), (915, 947, 0), (948, 989, 1), (990, 1006, 0), (1007, 1090, 1)], 'force_partitions': [(0, 121, 1), (122, 162, 0), (163, 267, 1), (268, 361, 0), (362, 427, 1), (428, 466, 0), (467, 515, 1), (516, 622, 0), (623, 708, 1), (709, 743, 0), (744, 788, 1), (789, 814, 0), (815, 919, 1), (920, 948, 0), (949, 1090, 1)]}, {'pres_partitions': [(0, 115, 1), (116, 221, 0), (222, 260, 1), (261, 407, 0), (408, 541, 1), (542, 630, 0), (631, 669, 1), (670, 745, 0), (746, 850, 1)], 'force_partitions': [(0, 121, 1), (122, 221, 0), (222, 264, 1), (265, 408, 0), (409, 547, 1), (548, 631, 0), (632, 674, 1), (675, 748, 0), (749, 850, 1)]}, {'pres_partitions': [(0, 138, 1), (139, 184, 0), (185, 302, 1), (303, 407, 0), (408, 456, 1), (457, 500, 0), (501, 536, 1), (537, 641, 0), (642, 709, 1), (710, 739, 0), (740, 783, 1), (784, 845, 0), (846, 966, 1), (967, 1068, 0), (1069, 1149, 1), (1150, 1228, 0), (1229, 1344, 1), (1345, 1404, 0), (1405, 1516, 1)], 'force_partitions': [(0, 143, 1), (144, 186, 0), (187, 307, 1), (308, 409, 0), (410, 462, 1), (463, 501, 0), (502, 542, 1), (543, 641, 0), (642, 715, 1), (716, 741, 0), (742, 790, 1), (791, 846, 0), (847, 971, 1), (972, 1067, 0), (1068, 1154, 1), (1155, 1229, 0), (1230, 1350, 1), (1351, 1406, 0), (1407, 1516, 1)]}, {'pres_partitions': [(0, 139, 1), (140, 178, 0), (179, 308, 1), (309, 376, 0), (377, 423, 1), (424, 461, 0), (462, 496, 1), (497, 576, 0), (577, 689, 1), (690, 786, 0), (787, 832, 1), (833, 869, 0), (870, 906, 1), (907, 969, 0), (970, 1056, 1), (1057, 1089, 0), (1090, 1189, 1)], 'force_partitions': [(0, 144, 1), (145, 179, 0), (180, 314, 1), (315, 376, 0), (377, 429, 1), (430, 462, 0), (463, 501, 1), (502, 578, 0), (579, 695, 1), (696, 786, 0), (787, 839, 1), (840, 870, 0), (871, 911, 1), (912, 970, 0), (971, 1062, 1), (1063, 1091, 0), (1092, 1189, 1)]}, {'pres_partitions': [(0, 97, 1), (98, 136, 0), (137, 199, 1), (200, 225, 0), (226, 259, 1), (260, 355, 0), (356, 402, 1), (403, 447, 0), (448, 481, 1), (482, 591, 0), (592, 665, 1), (666, 704, 0), (705, 823, 1), (824, 856, 0), (857, 957, 1)], 'force_partitions': [(0, 103, 1), (104, 138, 0), (139, 205, 1), (206, 226, 0), (227, 265, 1), (266, 355, 0), (356, 409, 1), (410, 447, 0), (448, 486, 1), (487, 591, 0), (592, 671, 1), (672, 704, 0), (705, 829, 1), (830, 857, 0), (858, 957, 1)]}, {'pres_partitions': [(0, 175, 1), (176, 404, 0), (405, 537, 1), (538, 861, 0), (862, 995, 1), (996, 1214, 0), (1215, 1325, 1), (1326, 1551, 0), (1552, 1677, 1)], 'force_partitions': [(0, 180, 1), (181, 404, 0), (405, 543, 1), (544, 863, 0), (864, 1000, 1), (1001, 1214, 0), (1215, 1330, 1), (1331, 1552, 0), (1553, 1677, 1)]}, {'pres_partitions': [(0, 182, 1), (183, 463, 0), (464, 633, 1), (634, 878, 0), (879, 1031, 1), (1032, 1228, 0), (1229, 1382, 1), (1383, 1571, 0), (1572, 1723, 1)], 'force_partitions': [(0, 188, 1), (189, 463, 0), (464, 639, 1), (640, 879, 0), (880, 1037, 1), (1038, 1215, 0), (1216, 1388, 1), (1389, 1572, 0), (1573, 1723, 1)]}, {'pres_partitions': [(0, 136, 1), (137, 258, 0), (259, 717, 1)], 'force_partitions': [(0, 141, 1), (142, 258, 0), (259, 717, 1)]}, {'pres_partitions': [(0, 121, 1), (122, 167, 0), (168, 385, 1), (386, 529, 0), (530, 866, 1), (867, 897, 0), (898, 925, 1), (926, 950, 0), (951, 1177, 1)], 'force_partitions': [(0, 127, 1), (128, 168, 0), (169, 390, 1), (391, 529, 0), (530, 871, 1), (872, 898, 0), (899, 931, 1), (932, 951, 0), (952, 1177, 1)]}]"
Recording2538,"[{'pres_partitions': [(0, 372, 1), (373, 704, 0), (705, 884, 1), (885, 1127, 0), (1128, 1409, 1)], 'force_partitions': [(0, 373, 1), (374, 637, 0), (638, 891, 1), (892, 1082, 0), (1083, 1409, 1)]}, {'pres_partitions': [(0, 588, 1), (589, 850, 0), (851, 1089, 1)], 'force_partitions': [(0, 589, 1), (590, 827, 0), (828, 1089, 1)]}, {'pres_partitions': [(0, 790, 1), (791, 1094, 0), (1095, 1299, 1), (1300, 1663, 0), (1664, 1825, 1)], 'force_partitions': [(0, 791, 1), (792, 1062, 0), (1063, 1302, 1), (1303, 1627, 0), (1628, 1825, 1)]}, {'pres_partitions': [(0, 306, 1), (307, 573, 0), (574, 1034, 1)], 'force_partitions': [(0, 309, 1), (310, 519, 0), (520, 1034, 1)]}, {'pres_partitions': [(0, 1262, 1)], 'force_partitions': [(0, 1262, 1)]}, {'pres_partitions': [(0, 1514, 1), (1515, 1853, 0), (1854, 2005, 1), (2006, 2228, 0), (2229, 2637, 1), (2638, 2814, 0), (2815, 2821, 1), (2822, 2841, 0), (2842, 2983, 1)], 'force_partitions': [(0, 1519, 1), (1520, 1769, 0), (1770, 2011, 1), (2012, 2155, 0), (2156, 2640, 1), (2641, 2807, 0), (2808, 2983, 1)]}, {'pres_partitions': [(0, 650, 1)], 'force_partitions': [(0, 650, 1)]}, {'pres_partitions': [(0, 510, 1), (511, 702, 0), (703, 712, 1)], 'force_partitions': [(0, 514, 1), (515, 698, 0), (699, 712, 1)]}, {'pres_partitions': [(0, 278, 1), (279, 412, 0), (413, 422, 1), (423, 438, 0), (439, 511, 1)], 'force_partitions': [(0, 281, 1), (282, 408, 0), (409, 511, 1)]}, {'pres_partitions': [(0, 638, 1)], 'force_partitions': [(0, 638, 1)]}, {'pres_partitions': [(0, 321, 1), (322, 525, 0), (526, 619, 1)], 'force_partitions': [(0, 324, 1), (325, 521, 0), (522, 619, 1)]}, {'pres_partitions': [(0, 832, 1), (833, 1070, 0), (1071, 1072, 1), (1073, 1078, 0), (1079, 1141, 1)], 'force_partitions': [(0, 833, 1), (834, 1063, 0), (1064, 1141, 1)]}, {'pres_partitions': [(0, 280, 1), (281, 389, 0), (390, 412, 1), (413, 496, 0), (497, 502, 1)], 'force_partitions': [(0, 283, 1), (284, 386, 0), (387, 417, 1), (418, 491, 0), (492, 502, 1)]}, {'pres_partitions': [(0, 14, 1), (15, 39, 0), (40, 351, 1), (352, 473, 0), (474, 572, 1), (573, 775, 0), (776, 859, 1), (860, 1000, 0), (1001, 1073, 1)], 'force_partitions': [(0, 353, 1), (354, 470, 0), (471, 574, 1), (575, 763, 0), (764, 862, 1), (863, 987, 0), (988, 1073, 1)]}, {'pres_partitions': [(0, 220, 1), (221, 513, 0), (514, 607, 1), (608, 821, 0), (822, 913, 1)], 'force_partitions': [(0, 222, 1), (223, 478, 0), (479, 610, 1), (611, 817, 0), (818, 913, 1)]}, {'pres_partitions': [(0, 217, 1), (218, 460, 0), (461, 538, 1), (539, 1024, 0), (1025, 1450, 1), (1451, 1517, 0), (1518, 1724, 1)], 'force_partitions': [(0, 220, 1), (221, 417, 0), (418, 542, 1), (543, 969, 0), (970, 1451, 1), (1452, 1512, 0), (1513, 1724, 1)]}, {'pres_partitions': [(0, 260, 1), (261, 353, 0), (354, 675, 1), (676, 781, 0), (782, 988, 1)], 'force_partitions': [(0, 263, 1), (264, 349, 0), (350, 677, 1), (678, 777, 0), (778, 988, 1)]}, {'pres_partitions': [(0, 179, 1), (180, 292, 0), (293, 1759, 1), (1760, 1932, 0), (1933, 2204, 1), (2205, 2263, 0), (2264, 2280, 1), (2281, 2310, 0), (2311, 2429, 1)], 'force_partitions': [(0, 180, 1), (181, 289, 0), (290, 1761, 1), (1762, 1908, 0), (1909, 2209, 1), (2210, 2259, 0), (2260, 2429, 1)]}, {'pres_partitions': [(0, 317, 1), (318, 383, 0), (384, 951, 1)], 'force_partitions': [(0, 321, 1), (322, 364, 0), (365, 951, 1)]}, {'pres_partitions': [(0, 158, 1), (159, 244, 0), (245, 1900, 1), (1901, 1962, 0), (1963, 1976, 1), (1977, 2057, 0), (2058, 2169, 1), (2170, 2231, 0), (2232, 2694, 1), (2695, 2784, 0), (2785, 2880, 1), (2881, 2965, 0), (2966, 3408, 1)], 'force_partitions': [(0, 161, 1), (162, 240, 0), (241, 1901, 1), (1902, 1959, 0), (1960, 1987, 1), (1988, 2055, 0), (2056, 2174, 1), (2175, 2229, 0), (2230, 2697, 1), (2698, 2781, 0), (2782, 2885, 1), (2886, 2963, 0), (2964, 3408, 1)]}, {'pres_partitions': [(0, 12, 1), (13, 42, 0), (43, 458, 1), (459, 536, 0), (537, 715, 1), (716, 781, 0), (782, 1049, 1), (1050, 1109, 0), (1110, 1298, 1), (1299, 1362, 0), (1363, 1764, 1), (1765, 1801, 0), (1802, 1874, 1), (1875, 1961, 0), (1962, 2137, 1), (2138, 2194, 0), (2195, 2441, 1)], 'force_partitions': [(0, 461, 1), (462, 533, 0), (534, 718, 1), (719, 779, 0), (780, 1054, 1), (1055, 1107, 0), (1108, 1300, 1), (1301, 1359, 0), (1360, 1880, 1), (1881, 1958, 0), (1959, 2140, 1), (2141, 2193, 0), (2194, 2441, 1)]}, {'pres_partitions': [(0, 95, 1), (96, 167, 0), (168, 247, 1), (248, 308, 0), (309, 350, 1), (351, 427, 0), (428, 1272, 1), (1273, 1343, 0), (1344, 1361, 1), (1362, 1432, 0), (1433, 1814, 1)], 'force_partitions': [(0, 98, 1), (99, 164, 0), (165, 252, 1), (253, 305, 0), (306, 354, 1), (355, 424, 0), (425, 1279, 1), (1280, 1341, 0), (1342, 1369, 1), (1370, 1429, 0), (1430, 1814, 1)]}, {'pres_partitions': [(0, 310, 1), (311, 940, 0), (941, 1020, 1), (1021, 1082, 0), (1083, 1132, 1), (1133, 1213, 0), (1214, 1341, 1), (1342, 1402, 0), (1403, 1459, 1), (1460, 1576, 0), (1577, 1623, 1), (1624, 1684, 0), (1685, 1834, 1), (1835, 1935, 0), (1936, 2070, 1)], 'force_partitions': [(0, 315, 1), (316, 935, 0), (936, 1025, 1), (1026, 1080, 0), (1081, 1136, 1), (1137, 1211, 0), (1212, 1345, 1), (1346, 1400, 0), (1401, 1460, 1), (1461, 1574, 0), (1575, 1626, 1), (1627, 1683, 0), (1684, 1839, 1), (1840, 1933, 0), (1934, 2070, 1)]}, {'pres_partitions': [(0, 298, 1), (299, 404, 0), (405, 563, 1), (564, 665, 0), (666, 822, 1), (823, 902, 0), (903, 954, 1), (955, 1031, 0), (1032, 1275, 1), (1276, 1351, 0), (1352, 1613, 1)], 'force_partitions': [(0, 301, 1), (302, 401, 0), (402, 565, 1), (566, 663, 0), (664, 825, 1), (826, 901, 0), (902, 957, 1), (958, 1030, 0), (1031, 1278, 1), (1279, 1350, 0), (1351, 1613, 1)]}, {'pres_partitions': [(0, 326, 1), (327, 725, 0), (726, 732, 1), (733, 765, 0), (766, 848, 1), (849, 914, 0), (915, 972, 1), (973, 1087, 0), (1088, 1199, 1), (1200, 1252, 0), (1253, 1330, 1), (1331, 1466, 0), (1467, 1788, 1), (1789, 1868, 0), (1869, 1885, 1), (1886, 1951, 0), (1952, 1969, 1), (1970, 2061, 0), (2062, 2167, 1), (2168, 2219, 0), (2220, 2280, 1)], 'force_partitions': [(0, 329, 1), (330, 722, 0), (723, 853, 1), (854, 913, 0), (914, 976, 1), (977, 1085, 0), (1086, 1204, 1), (1205, 1251, 0), (1252, 1335, 1), (1336, 1464, 0), (1465, 1792, 1), (1793, 1866, 0), (1867, 1889, 1), (1890, 1950, 0), (1951, 1973, 1), (1974, 2059, 0), (2060, 2172, 1), (2173, 2217, 0), (2218, 2280, 1)]}, {'pres_partitions': [(0, 311, 1), (312, 413, 0), (414, 644, 1), (645, 760, 0), (761, 832, 1), (833, 896, 0), (897, 954, 1), (955, 1055, 0), (1056, 1227, 1), (1228, 1306, 0), (1307, 1471, 1)], 'force_partitions': [(0, 313, 1), (314, 412, 0), (413, 649, 1), (650, 758, 0), (759, 836, 1), (837, 894, 0), (895, 957, 1), (958, 1053, 0), (1054, 1230, 1), (1231, 1304, 0), (1305, 1471, 1)]}, {'pres_partitions': [(0, 247, 1), (248, 435, 0), (436, 533, 1), (534, 636, 0), (637, 685, 1), (686, 939, 0), (940, 1138, 1), (1139, 1577, 0), (1578, 1581, 1), (1582, 1593, 0), (1594, 1688, 1), (1689, 1758, 0), (1759, 1871, 1), (1872, 2089, 0), (2090, 2239, 1), (2240, 2336, 0), (2337, 2439, 1), (2440, 2490, 0), (2491, 2538, 1), (2539, 2625, 0), (2626, 2753, 1), (2754, 2822, 0), (2823, 2948, 1)], 'force_partitions': [(0, 250, 1), (251, 433, 0), (434, 537, 1), (538, 634, 0), (635, 689, 1), (690, 937, 0), (938, 1144, 1), (1145, 1573, 0), (1574, 1692, 1), (1693, 1756, 0), (1757, 1875, 1), (1876, 2088, 0), (2089, 2244, 1), (2245, 2334, 0), (2335, 2443, 1), (2444, 2490, 0), (2491, 2541, 1), (2542, 2625, 0), (2626, 2758, 1), (2759, 2820, 0), (2821, 2948, 1)]}, {'pres_partitions': [(0, 184, 1), (185, 369, 0), (370, 1305, 1), (1306, 2248, 0), (2249, 2487, 1)], 'force_partitions': [(0, 191, 1), (192, 366, 0), (367, 1305, 1), (1306, 2215, 0), (2216, 2487, 1)]}, {'pres_partitions': [(0, 135, 1), (136, 309, 0), (310, 313, 1), (314, 337, 0), (338, 460, 1), (461, 588, 0), (589, 593, 1), (594, 606, 0), (607, 745, 1), (746, 882, 0), (883, 1029, 1), (1030, 1155, 0), (1156, 1317, 1)], 'force_partitions': [(0, 139, 1), (140, 305, 0), (306, 465, 1), (466, 586, 0), (587, 750, 1), (751, 881, 0), (882, 1033, 1), (1034, 1148, 0), (1149, 1317, 1)]}, {'pres_partitions': [(0, 253, 1), (254, 434, 0), (435, 450, 1), (451, 476, 0), (477, 592, 1), (593, 670, 0), (671, 772, 1), (773, 941, 0), (942, 1178, 1), (1179, 1228, 0), (1229, 1367, 1), (1368, 1417, 0), (1418, 1690, 1)], 'force_partitions': [(0, 260, 1), (261, 432, 0), (433, 600, 1), (601, 668, 0), (669, 781, 1), (782, 939, 0), (940, 1183, 1), (1184, 1228, 0), (1229, 1376, 1), (1377, 1416, 0), (1417, 1690, 1)]}]"
