,imu-millis,millis,x,y,pres
0,0.0,0.0,0.0,0.0,0.0
1,2.502685546875,109.41015625,-5.909631973619298,26.17937684673464,0.0
2,2.502685546875,3.0,-0.09619140630002221,0.866271972599975,0.0
3,2.502685546875,3.0,0.0,0.7700195313000222,0.0
4,2.502685546875,0.0,0.0,0.0,0.0
5,2.502685546875,3.0,0.0,0.7700195311999778,0.0
6,2.502685546875,2.0,-0.09631347660001666,0.9625244141000167,0.0
7,2.502685546875,3.0,-0.09619140619997779,0.8662109375,0.0
8,2.502685546875,3.0,-0.09631347660001666,0.7700195311999778,0.0
9,2.502685546875,3.0,-0.09619140619997779,0.7700195313000222,0.0
10,2.502685546875,2.0,0.0,0.7700195311999778,0.0
11,2.502685546875,3.0,0.0,0.3850097657000333,0.0
12,2.502685546875,3.0,0.0,0.9625244139999722,0.0
13,2.502685546875,3.0,0.0,0.2888183594000111,0.0
14,2.502685546875,2.0,0.0,0.9625244141000167,0.0
15,2.502685546875,3.0,0.0,0.7700195311999778,0.0
16,2.502685546875,0.0,0.0,0.0,0.0
17,2.502685546875,3.0,0.0,0.7700195313000222,0.0
18,2.502685546875,3.0,0.0,0.28869628899997224,0.0
19,2.50244140625,3.0,0.0,1.058837890599989,0.0
20,2.502685546875,3.0,0.0,0.7700195313000222,0.0
21,2.502685546875,2.0,0.0,0.7700195313000222,0.0
22,2.502685546875,3.0,0.0,0.8662109373999556,0.0
23,2.502685546875,3.0,0.0,0.7700195313000222,0.0
24,2.502685546875,2.0,0.0,0.8662109375,0.0
25,2.502685546875,3.0,0.19250488279999445,0.8663330077999944,0.0
26,2.502685546875,0.0,0.0,0.0,0.0
27,2.502685546875,3.0,0.0,0.9625244141000167,0.0
28,2.502685546875,3.0,0.0,1.0587158202999944,0.0
29,2.502685546875,3.0,0.19250488279999445,0.7700195311999778,0.0
30,2.502685546875,2.0,0.19250488279999445,0.7700195313000222,0.0
31,2.502685546875,3.0,0.19250488279999445,0.7700195311999778,0.0
32,2.502685546875,3.0,0.19250488279999445,0.7700195313000222,0.0
33,2.502685546875,3.0,0.0,0.9625244139999722,0.0
34,2.502685546875,2.0,0.19250488290003887,0.7700195313000222,0.0
35,2.502685546875,3.0,0.0,0.9625244141000167,0.0
36,2.502685546875,0.0,0.0,0.0,0.0
37,2.502685546875,3.0,0.19250488279999445,0.8663330077999944,0.0
38,2.502685546875,3.0,0.19250488279999445,0.3850097655999889,0.0
39,2.502685546875,3.0,0.0,1.0587158202999944,0.0
40,2.502685546875,2.0,0.0,0.8663330077999944,0.0
41,2.502685546875,3.0,0.19250488279999445,0.7700195313000222,0.0
42,2.502685546875,3.0,0.19250488279999445,0.8662109375,0.0
43,2.502685546875,3.0,0.19250488279999445,1.155029296900011,0.0
44,2.502685546875,2.0,0.0,0.9625244139999722,0.0
45,2.502685546875,3.0,0.19250488279999445,1.058837890599989,0.0
46,2.502685546875,0.0,0.0,0.0,0.0
47,2.502685546875,3.0,0.0,1.0587158204000389,0.0
48,2.502685546875,3.0,0.19250488290003887,0.8663330077999944,0.0
49,2.502685546875,3.0,0.0,0.9625244139999722,0.0
50,2.502685546875,2.0,0.0,0.7700195313000222,0.0
51,2.502685546875,3.0,0.19250488279999445,0.8662109375,0.0
52,2.502685546875,3.0,0.0,0.8662109375,0.0
53,2.502685546875,3.0,0.19250488279999445,0.3850097655999889,0.0
54,2.502685546875,2.0,0.0,1.058837890599989,0.0
55,2.50244140625,3.0,0.0,0.7700195313000222,0.0
56,2.502685546875,0.0,0.0,0.0,0.0
57,2.502685546875,3.0,0.19250488279999445,0.3850097655999889,0.0
58,2.502685546875,3.0,0.0,1.155029296900011,0.0
59,2.502685546875,3.0,0.0,0.8662109375,0.0
60,2.502685546875,2.0,0.0,0.8663330077999944,0.0
61,2.502685546875,3.0,0.0,0.9625244139999722,0.0
62,2.502685546875,3.0,0.0,0.8662109376000444,0.0
63,2.502685546875,3.0,0.0,1.058837890599989,0.0
64,5.00537109375,2.0,0.0,1.1550292967999667,0.0
65,-2.502685546875,0.0,0.0,0.0,0.0
66,5.00537109375,4.0,0.19250488279999445,1.2512207032000333,0.0
67,2.502685546875,2.0,0.0,1.058837890599989,0.0
68,2.502685546875,3.0,0.0,1.155029296900011,0.0
69,2.502685546875,3.0,0.0,0.8662109375,0.0
70,2.502685546875,2.0,0.0,0.7700195311999778,0.0
71,2.502685546875,3.0,0.0,0.9625244141000167,0.0
72,2.502685546875,3.0,0.0,0.8663330077999944,0.0
73,2.502685546875,3.0,0.0,0.7700195313000222,0.0
74,2.502685546875,2.0,0.0,0.9625244139999722,0.0
75,5.00537109375,3.0,0.0,0.8662109375,0.0
76,-2.502685546875,0.0,0.0,0.0,0.0
77,5.00537109375,3.0,0.0,0.7700195313000222,0.0
78,2.502685546875,3.0,0.0,0.8663330077999944,0.0
79,2.502685546875,3.0,0.0,0.3850097655999889,0.0
80,2.502685546875,2.0,0.0,1.0587158202999944,0.0
81,2.502685546875,3.0,0.0,0.7700195313000222,0.0
82,2.502685546875,3.0,0.0,0.7700195311999778,0.0
83,2.502685546875,3.0,0.0,0.7700195313000222,0.0
84,2.502685546875,2.0,0.0,0.7700195311999778,0.0
85,2.502685546875,3.0,0.0,0.3850097655999889,0.0
86,2.502685546875,0.0,0.0,0.0,0.0
87,2.502685546875,3.0,-0.09631347660001666,1.0587158202999944,0.0
88,2.502685546875,3.0,0.0,0.8663330079000389,0.0
89,2.502685546875,2.0,-0.09619140619997779,0.8662109375,0.0
90,2.502685546875,3.0,-0.09631347660001666,0.8663330077999944,0.0
91,2.50244140625,3.0,-0.09619140619997779,0.9625244139999722,0.0
92,2.502685546875,3.0,0.0,0.9625244141000167,0.0
93,2.502685546875,3.0,-0.09631347660001666,0.8662109375,0.0
94,2.502685546875,2.0,-0.09619140619997779,0.9625244141000167,0.0
95,2.502685546875,3.0,0.0,0.9625244139999722,0.0
96,2.502685546875,0.0,0.0,0.0,0.0
97,2.502685546875,3.0,-0.09631347660001666,0.9625244141000167,0.0
98,2.502685546875,3.0,-0.09619140619997779,0.9625244139999722,0.0
99,2.502685546875,2.0,-0.19250488290003887,1.0588378907000333,0.0
100,2.502685546875,3.0,-0.09631347649997224,0.9625244139999722,0.0
101,2.502685546875,3.0,-0.09619140630002221,1.0587158202999944,0.0
102,2.502685546875,3.0,-0.09631347649997224,1.0588378907000333,0.0
103,2.502685546875,3.0,-0.09619140630002221,1.155029296900011,0.0
104,2.502685546875,2.0,-0.19250488279999445,1.3475341795999611,0.0
105,2.502685546875,3.0,-0.19250488279999445,1.2512207032000333,0.0
106,2.502685546875,0.0,0.0,0.0,0.0
107,2.502685546875,3.0,-0.19250488279999445,1.251220703099989,0.0
108,2.502685546875,3.0,-0.19250488279999445,1.2513427733999833,0.0
109,2.502685546875,2.0,-0.2888183594000111,1.0587158202999944,0.0
110,2.502685546875,3.0,-0.19250488279999445,1.155029296900011,0.0
111,2.502685546875,3.0,-0.19250488279999445,1.058837890599989,0.0
112,2.502685546875,3.0,-0.19250488290003887,1.0587158202999944,0.0
113,2.502685546875,3.0,-0.09619140619997779,1.0588378907000333,0.0
